UF;Município;Limite de Gasto Prefeito 1º Turno;Limite de Gasto Prefeito 2º Turno;Limite de Gasto Vereador;Limite Contratação Prefeito;Limite Contratação Vereador;Eleitorado Apto 
PI;CAPITÃO DE CAMPOS;108039,06;-;10803,91;98;49;9841 
PI;CAPITÃO GERVÁSIO OLIVEIRA;108039,06;-;10803,91;36;18;3613 
PI;CARACOL;108039,06;-;13576,77;81;41;8062 
PI;CARAÚBAS DO PIAUÍ;108039,06;-;16204,84;44;22;4388 
PI;CARIDADE DO PIAUÍ;108039,06;-;10803,91;48;24;4767 
PI;CASTELO DO PIAUÍ;108039,06;-;26008,40;142;71;14214 
PI;CAXINGÓ;108039,06;-;10803,91;47;24;4697 
PI;COCAL;108039,06;-;14362,55;217;109;21698 
PI;COCAL DE TELHA;108039,06;-;10803,91;47;24;4725 
PI;COCAL DOS ALVES;108039,06;-;10803,91;54;27;5385 
PI;COIVARAS;108039,06;-;18540,54;44;22;4384 
PI;COLÔNIA DO GURGUÉIA;108039,06;-;21014,14;54;27;5415 
PI;COLÔNIA DO PIAUÍ;108039,06;-;10803,91;55;28;5518 
PI;CONCEIÇÃO DO CANINDÉ;108039,06;-;10803,91;47;24;4697 
PI;CORONEL JOSÉ DIAS;108039,06;-;10803,91;43;22;4251 
PI;CORRENTE;311549,92;-;26656,34;176;88;17582 
PI;CRISTALÂNDIA DO PIAUÍ;108039,06;-;15827,57;57;29;5658 
PI;CRISTINO CASTRO;108039,06;-;10803,91;79;40;7949 
PI;CURIMATÁ;108039,06;-;18889,96;86;43;8645 
PI;CURRAIS;108039,06;-;10803,91;49;25;4909 
PI;CURRAL NOVO DO PIAUÍ;108039,06;-;10803,91;41;21;4127 
PI;CURRALINHOS;108039,06;-;24200,73;45;23;4518 
PI;DEMERVAL LOBÃO;304141,40;-;22469,13;116;58;11606 
PI;DIRCEU ARCOVERDE;108039,06;-;10803,91;51;26;5091 
PI;DOM EXPEDITO LOPES;108039,06;-;13400,23;55;28;5500 
PI;DOM INOCÊNCIO;108039,06;-;10803,91;62;31;6243 
PI;DOMINGOS MOURÃO;108039,06;-;10803,91;32;16;3192 
PI;ELESBÃO VELOSO;108039,06;-;33856,77;118;59;11801 
PI;ELISEU MARTINS;108039,06;-;10803,91;41;21;4062 
PI;ESPERANTINA;280135,36;-;36293,98;269;135;26866 
PI;FARTURA DO PIAUÍ;108039,06;-;10803,91;37;19;3704 
PI;FLORES DO PIAUÍ;108039,06;-;10803,91;44;22;4399 
PI;FLORESTA DO PIAUÍ;108039,06;-;10803,91;23;12;2266 
PI;FLORIANO;359811,31;-;142952,00;312;156;42006 
PI;FRANCINÓPOLIS;108039,06;-;10803,91;47;24;4705 
PI;FRANCISCO AYRES;108039,06;-;18289,40;46;23;4603 
PI;FRANCISCO MACEDO;108039,06;-;10803,91;27;14;2693 
PI;FRANCISCO SANTOS;108039,06;-;18171,33;73;37;7342 
PI;FRONTEIRAS;108039,06;-;18650,73;99;50;9886 
PI;GEMINIANO;108039,06;-;17714,42;52;26;5219 
PI;GILBUÉS;108039,06;-;10803,91;81;41;8066 
PI;GUADALUPE;209442,68;-;26849,01;89;45;8877 
PI;GUARIBAS;108039,06;-;10803,91;49;25;4892 
PI;HUGO NAPOLEÃO;108039,06;-;10803,91;42;21;4191 
PI;ILHA GRANDE;108039,06;-;10803,91;74;37;7415 
PI;INHUMA;108039,06;-;40816,40;115;58;11461 
PI;IPIRANGA DO PIAUÍ;108039,06;-;10803,91;77;39;7709 
PI;ISAÍAS COELHO;108039,06;-;16557,10;65;33;6450 
PI;ITAINÓPOLIS;108039,06;-;10803,91;95;48;9469 
PI;ITAUEIRA;108039,06;-;27851,47;91;46;9100 
PI;JACOBINA DO PIAUÍ;108039,06;-;10803,91;49;25;4856 
PI;JAICÓS;108039,06;-;10803,91;135;68;13513 
PI;JARDIM DO MULATO;108039,06;-;18599,23;41;21;4096 
PI;JATOBÁ DO PIAUÍ;108039,06;-;14101,11;52;26;5207 
PI;JERUMENHA;108039,06;-;36767,94;48;24;4764 
PI;JOÃO COSTA;108039,06;-;15376,39;33;17;3257 
PI;JOAQUIM PIRES;108039,06;-;16020,58;120;60;12015 
PI;JOCA MARQUES;108039,06;-;18573,63;42;21;4154 
PI;JOSÉ DE FREITAS;197608,19;-;59067,41;298;149;29789 
PI;JUAZEIRO DO PIAUÍ;108039,06;-;10803,91;49;25;4942 
PI;JÚLIO BORGES;108039,06;-;10803,91;50;25;4962 
PI;JUREMA;108039,06;-;10803,91;40;20;4049 
PI;LAGOA ALEGRE;108039,06;-;14199,89;67;34;6691 
PI;LAGOA DE SÃO FRANCISCO;108039,06;-;17107,96;45;23;4528 
PI;LAGOA DO BARRO DO PIAUÍ;108039,06;-;36120,44;42;21;4152 
PI;LAGOA DO PIAUÍ;108039,06;-;17133,08;40;20;4046 
PI;LAGOA DO SÍTIO;108039,06;-;10803,91;37;19;3697 
PI;LAGOINHA DO PIAUÍ;108039,06;-;10803,91;28;14;2754 
PI;LANDRI SALES;108039,06;-;13925,07;43;22;4314 
PI;LUIS CORREIA;108039,06;-;31741,54;231;116;23137 
PI;LUZILÂNDIA;108039,06;-;13665,72;175;88;17480 
PI;MADEIRO;108039,06;-;10803,91;57;29;5651 
PI;MANOEL EMÍDIO;108039,06;-;10803,91;41;21;4105 
PI;MARCOLÂNDIA;108039,06;-;10803,91;68;34;6841 
PI;MARCOS PARENTE;108039,06;-;23000,24;41;21;4090 
PI;MASSAPÊ DO PIAUÍ;108039,06;-;10803,91;60;30;5993 
PI;MATIAS OLÍMPIO;108039,06;-;15646,05;87;44;8672 
PI;MIGUEL ALVES;194927,48;-;32499,97;217;109;21678 
PI;MIGUEL LEÃO;108039,06;-;10803,91;15;8;1516 
PI;MILTON BRANDÃO;108039,06;-;24552,41;50;25;5013 
PI;MONSENHOR GIL;108039,06;-;33613,73;100;50;10010 
PI;MONSENHOR HIPÓLITO;108039,06;-;10803,91;69;35;6881 
PI;MONTE ALEGRE DO PIAUÍ;108039,06;-;10803,91;88;44;8829 
PI;MORRO CABEÇA NO TEMPO;108039,06;-;10803,91;41;21;4082 
PI;MORRO DO CHAPÉU DO PIAUÍ;108039,06;-;10803,91;48;24;4762 
PI;MURICI DOS PORTELAS;108039,06;-;10803,91;63;32;6326 
PI;NAZARÉ DO PIAUÍ;149127,86;-;23830,98;69;35;6914 
PI;NAZÁRIA;140270,87;-;25881,77;102;51;10190 
PI;NOSSA SENHORA DE NAZARÉ;108039,06;-;10803,91;46;23;4570 
PI;NOSSA SENHORA DOS REMÉDIOS;108039,06;-;17149,80;75;38;7509 
PI;NOVA SANTA RITA;108039,06;-;10803,91;38;19;3824 
PI;NOVO ORIENTE DO PIAUÍ;108039,06;-;10803,91;48;24;4766 
PI;NOVO SANTO ANTÔNIO;108039,06;-;20073,23;38;19;3780 
PI;OEIRAS;231537,33;-;33702,21;262;131;26218 
PI;OLHO D'ÁGUA DO PIAUÍ;108039,06;-;13606,90;24;12;2431 
PI;PADRE MARCOS;108039,06;-;10803,91;62;31;6217 
PI;PAES LANDIM;108039,06;-;10803,91;38;19;3825 
PI;PAJEÚ DO PIAUÍ;108039,06;-;10803,91;30;15;3042 
PI;PALMEIRA DO PIAUÍ;108039,06;-;10803,91;50;25;4974 
PI;PALMEIRAIS;108039,06;-;17887,22;108;54;10843 
PI;PAQUETÁ;108039,06;-;10803,91;41;21;4095 
PI;PARNAGUÁ;108039,06;-;10803,91;72;36;7241 
PI;PARNAÍBA;663341,77;-;79661,53;368;184;98336 
PI;PASSAGEM FRANCA DO PIAUÍ;108039,06;-;10803,91;42;21;4152 
PI;PATOS DO PIAUÍ;108039,06;-;10803,91;57;29;5697 
PI;PAU D'ARCO DO PIAUÍ;108039,06;-;10803,91;45;23;4466 
PI;PAULISTANA;233497,03;-;22671,25;160;80;15951 
PI;PAVUSSU;108039,06;-;17001,12;40;20;3967 
PI;PEDRO II;108039,06;-;21156,35;273;137;27317 
PI;PEDRO LAURENTINO;108039,06;-;13964,59;28;14;2800 
PI;PICOS;310429,40;-;42748,18;319;160;49001 
PI;PIMENTEIRAS;108039,06;-;34835,17;96;48;9561 
PI;PIO IX;108039,06;-;26672,26;144;72;14425 
PI;PIRACURUCA;108039,06;-;48634,36;223;112;22268 
PI;PIRIPIRI;307205,23;-;53982,58;318;159;47992 
PI;PORTO;108039,06;-;15899,80;92;46;9161 
PI;PORTO ALEGRE DO PIAUÍ;108039,06;-;10803,91;18;9;1788 
PI;PRATA DO PIAUÍ;108039,06;-;10803,91;36;18;3568 
PI;QUEIMADA NOVA;108039,06;-;17952,32;70;35;6998 
PI;REDENÇÃO DO GURGUÉIA;108039,06;-;10803,91;59;30;5850 
PI;REGENERAÇÃO;108039,06;-;28426,94;130;65;13007 
PI;RIACHO FRIO;108039,06;-;10803,91;44;22;4438 
PI;RIBEIRA DO PIAUÍ;108039,06;-;10803,91;37;19;3693 
PI;RIBEIRO GONÇALVES;108039,06;-;10803,91;54;27;5358 
PI;RIO GRANDE DO PIAUÍ;149391,24;-;58852,00;60;30;5995 
PI;SANTA CRUZ DO PIAUÍ;108039,06;-;14297,89;54;27;5422 
PI;SANTA CRUZ DOS MILAGRES;108039,06;-;10803,91;38;19;3761 
PI;SANTA FILOMENA;108039,06;-;10803,91;49;25;4925 
PI;SANTA LUZ;108039,06;-;10803,91;45;23;4480 
PI;SANTA ROSA DO PIAUÍ;108039,06;-;10803,91;40;20;3954 
PI;SANTANA DO PIAUÍ;108039,06;-;10803,91;35;18;3469 
PI;SANTO ANTÔNIO DE LISBOA;108039,06;-;10803,91;55;28;5481 
PI;SANTO ANTÔNIO DOS MILAGRES;108039,06;-;10803,91;19;10;1857 
PI;SANTO INÁCIO DO PIAUÍ;108039,06;-;10803,91;30;15;3031 
PI;SÃO BRAZ DO PIAUÍ;108039,06;-;10803,91;35;18;3465 
PI;SÃO FÉLIX DO PIAUÍ;108039,06;-;40543,03;40;20;3979 
PI;SÃO FRANCISCO DE ASSIS DO PIAUÍ;108039,06;-;13623,53;44;22;4430 
PI;SÃO FRANCISCO DO PIAUÍ;108039,06;-;40958,76;51;26;5121 
PI;SÃO GONÇALO DO GURGUÉIA;108039,06;-;10803,91;24;12;2419 
PI;SÃO GONÇALO DO PIAUÍ;108039,06;-;20193,56;47;24;4743 
PI;SÃO JOÃO DA CANABRAVA;108039,06;-;10803,91;52;26;5191 
PI;SÃO JOÃO DA FRONTEIRA;108039,06;-;17668,51;42;21;4247 
PI;SÃO JOÃO DA SERRA;108039,06;-;15502,66;56;28;5613 
PI;SÃO JOÃO DA VARJOTA;108039,06;-;10803,91;35;18;3542 
PI;SÃO JOÃO DO ARRAIAL;108039,06;-;10803,91;69;35;6854 
PI;SÃO JOÃO DO PIAUÍ;528137,12;-;23544,45;142;71;14222 
PI;SÃO JOSÉ DO DIVINO;108039,06;-;10803,91;44;22;4350 
PI;SÃO JOSÉ DO PEIXE;108039,06;-;28079,47;34;17;3441 
PI;SÃO JOSÉ DO PIAUÍ;108039,06;-;10803,91;52;26;5198 
PI;SÃO JULIÃO;108039,06;-;10803,91;55;28;5452 
PI;SÃO LOURENÇO DO PIAUÍ;108039,06;-;10803,91;43;22;4281 
PI;SÃO LUIS DO PIAUÍ;108039,06;-;10803,91;25;13;2478 
PI;SÃO MIGUEL DA BAIXA GRANDE;108039,06;-;10803,91;25;13;2542 
PI;SÃO MIGUEL DO FIDALGO;108039,06;-;10803,91;23;12;2326 
PI;SÃO MIGUEL DO TAPUIO;134987,69;-;22314,87;137;69;13716 
PI;SÃO PEDRO DO PIAUÍ;108039,06;-;44293,12;113;57;11310 
PI;SÃO RAIMUNDO NONATO;185257,31;-;22696,57;209;105;20917 
PI;SEBASTIÃO BARROS;108039,06;-;10803,91;37;19;3731 
PI;SEBASTIÃO LEAL;108039,06;-;19979,38;36;18;3570 
PI;SIGEFREDO PACHECO;108039,06;-;32412,53;73;37;7269 
PI;SIMÕES;108039,06;-;10803,91;119;60;11877 
PI;SIMPLÍCIO MENDES;108039,06;-;10803,91;97;49;9656 
PI;SOCORRO DO PIAUÍ;108039,06;-;10803,91;46;23;4596 
PI;SUSSUAPARA;142053,80;-;13966,92;58;29;5768 
PI;TAMBORIL DO PIAUÍ;108039,06;-;10803,91;23;12;2341 
PI;TANQUE DO PIAUÍ;108039,06;-;10803,91;26;13;2566 
PI;TERESINA;2191795,79;657538,74;208353,65;802;225;531953 
PI;UNIÃO;293122,38;-;37406,33;301;151;30987 
PI;URUÇUÍ;324569,54;-;40755,54;153;77;15345 
PI;VALENÇA DO PIAUÍ;108039,06;-;34995,11;146;73;14565 
PI;VÁRZEA BRANCA;108039,06;-;10803,91;39;20;3914 
PI;VÁRZEA GRANDE;108039,06;-;10803,91;41;21;4116 
PI;VERA MENDES;108039,06;-;10803,91;35;18;3531 
PI;VILA NOVA DO PIAUÍ;108039,06;-;15949,48;29;15;2895 
PI;WALL FERRAZ;108039,06;-;10803,91;39;20;3896 
PR;ABATIÁ;108039,06;-;10803,91;61;31;6078 
PR;ADRIANÓPOLIS;108039,06;-;21798,57;49;25;4931 
PR;AGUDOS DO SUL;108039,06;-;10803,91;67;34;6692 
PR;ALMIRANTE TAMANDARÉ;464303,39;-;28977,49;332;166;61531 
PR;ALTAMIRA DO PARANÁ;289705,42;-;24200,34;33;17;3280 
PR;ALTO PARAÍSO;108039,06;-;10803,91;32;16;3176 
PR;ALTO PARANÁ;108039,06;-;10803,91;103;52;10325 
PR;ALTO PIQUIRI;134716,16;-;10803,91;75;38;7459 
PR;ALTÔNIA;108039,06;-;10803,91;151;76;15109 
PR;ALVORADA DO SUL;108039,06;-;10803,91;73;37;7321 
PR;AMAPORÃ;108039,06;-;10803,91;41;21;4095 
PR;AMPÉRE;108039,06;-;10803,91;136;68;13603 
PR;ANAHY;108039,06;-;10803,91;27;14;2674 
PR;ANDIRÁ;150969,51;-;10803,91;177;89;17673 
PR;ÂNGULO;108039,06;-;10803,91;27;14;2747 
PR;ANTONINA;108039,06;-;33080,49;166;83;16585 
PR;ANTONIO OLINTO;108039,06;-;10803,91;67;34;6690 
PR;APUCARANA;255461,77;-;87162,23;357;179;86846 
PR;ARAPONGAS;557784,79;-;28688,56;352;176;82043 
PR;ARAPOTI;149303,77;-;10803,91;189;95;18891 
PR;ARAPUÃ;108039,06;-;10803,91;33;17;3267 
PR;ARARUNA;108039,06;-;10803,91;108;54;10808 
PR;ARAUCÁRIA;1139436,60;-;94102,90;357;179;86812 
PR;ARIRANHA DO IVAÍ;108039,06;-;10803,91;24;12;2442 
PR;ASSAÍ;212956,18;-;10803,91;134;67;13373 
PR;ASSIS CHATEAUBRIAND;465802,96;-;34316,45;258;129;25785 
PR;ASTORGA;108039,06;-;14304,93;208;104;20794 
PR;ATALAIA;108039,06;-;10803,91;36;18;3624 
PR;BALSA NOVA;108039,06;-;10803,91;111;56;11061 
PR;BANDEIRANTES;108039,06;-;10803,91;257;129;25716 
PR;BARBOSA FERRAZ;108039,06;-;16161,29;92;46;9217 
PR;BARRA DO JACARÉ;108039,06;-;10803,91;27;14;2686 
PR;BARRACÃO;108039,06;-;77317,50;66;33;6627 
PR;BELA VISTA DA CAROBA;108039,06;-;10803,91;34;17;3368 
PR;BELA VISTA DO PARAÍSO;108039,06;-;10803,91;129;65;12939 
PR;BITURUNA;141208,15;-;18150,58;126;63;12579 
PR;BOA ESPERANÇA;108039,06;-;10803,91;40;20;4029 
PR;BOA ESPERANÇA DO IGUAÇU;108039,06;-;10803,91;24;12;2441 
PR;BOA VENTURA DE SÃO ROQUE;108039,06;-;10803,91;49;25;4892 
PR;BOA VISTA DA APARECIDA;179441,50;-;10803,91;70;35;6963 
PR;BOCAIÚVA DO SUL;108039,06;-;10803,91;86;43;8594 
PR;BOM JESUS DO SUL;108039,06;-;94452,73;32;16;3176 
PR;BOM SUCESSO;108039,06;-;10803,91;53;27;5297 
PR;BOM SUCESSO DO SUL;108039,06;-;10803,91;30;15;2959 
PR;BORRAZÓPOLIS;108039,06;-;17520,15;68;34;6810 
PR;BRAGANEY;108039,06;-;10803,91;47;24;4707 
PR;BRASILÂNDIA DO SUL;108039,06;-;10803,91;31;16;3058 
PR;CAFEARA;108039,06;-;10803,91;22;11;2243 
PR;CAFELÂNDIA;108039,06;-;10803,91;117;59;11726 
PR;CAFEZAL DO SUL;108039,06;-;10803,91;40;20;4042 
PR;CALIFÓRNIA;108039,06;-;10803,91;70;35;7011 
PR;CAMBARÁ;463038,08;-;22694,60;187;94;18666 
PR;CAMBÉ;347423,22;-;41377,83;333;167;63401 
PR;CAMBIRA;108039,06;-;10803,91;54;27;5385 
PR;CAMPINA DA LAGOA;232496,96;-;28458,41;115;58;11484 
PR;CAMPINA DO SIMÃO;108039,06;-;10803,91;33;17;3287 
PR;CAMPINA GRANDE DO SUL;362057,16;-;36799,80;284;142;28376 
PR;CAMPO BONITO;108039,06;-;10803,91;34;17;3445 
PR;CAMPO DO TENENTE;108039,06;-;10803,91;62;31;6169 
PR;CAMPO LARGO;422038,83;-;36355,88;352;176;81734 
PR;CAMPO MAGRO;259999,58;-;23781,81;176;88;17570 
PR;CAMPO MOURÃO;731138,37;-;98885,23;330;165;60121 
PR;CÂNDIDO DE ABREU;183526,14;-;18899,79;121;61;12110 
PR;CANDÓI;108039,06;-;10803,91;109;55;10870 
PR;CANTAGALO;108039,06;-;30379,18;97;49;9702 
PR;CAPANEMA;108039,06;-;10803,91;152;76;15243 
PR;CAPITÃO LEÔNIDAS MARQUES;108039,06;-;10803,91;120;60;12038 
PR;CARAMBEÍ;108039,06;-;18320,41;157;79;15733 
PR;CARLÓPOLIS;108039,06;-;10803,91;117;59;11662 
PR;CASCAVEL;1337587,72;401276,32;87947,50;477;239;206714 
PR;CASTRO;339800,67;-;22518,13;323;162;52725 
PR;CATANDUVAS;108039,06;-;10803,91;73;37;7287 
PR;CENTENÁRIO DO SUL;108039,06;-;10803,91;91;46;9080 
PR;CERRO AZUL;206223,81;-;10803,91;133;67;13277 
PR;CÉU AZUL;108039,06;-;10803,91;89;45;8919 
PR;CHOPINZINHO;108039,06;-;20905,12;161;81;16070 
PR;CIANORTE;376881,92;-;27447,90;326;163;56017 
PR;CIDADE GAÚCHA;108039,06;-;10803,91;95;48;9457 
PR;CLEVELÂNDIA;108039,06;-;10803,91;138;69;13786 
PR;COLOMBO;1235654,47;-;166215,44;399;200;128602 
PR;COLORADO;219512,66;-;16298,94;189;95;18859 
PR;CONGONHINHAS;166666,49;-;10803,91;70;35;6953 
PR;CONSELHEIRO MAIRINCK;108039,06;-;10803,91;31;16;3141 
PR;CONTENDA;108039,06;-;10803,91;118;59;11752 
PR;CORBÉLIA;108039,06;-;10803,91;138;69;13769 
PR;CORNÉLIO PROCÓPIO;330489,84;-;17749,01;308;154;37691 
PR;CORONEL DOMINGOS SOARES;108039,06;-;10803,91;56;28;5565 
PR;CORONEL VIVIDA;108039,06;-;10803,91;158;79;15795 
PR;CORUMBATAÍ DO SUL;108039,06;-;10803,91;37;19;3732 
PR;CRUZ MACHADO;108039,06;-;10803,91;142;71;14154 
PR;CRUZEIRO DO IGUAÇU;108039,06;-;10803,91;37;19;3665 
PR;CRUZEIRO DO OESTE;108039,06;-;10803,91;164;82;16375 
PR;CRUZEIRO DO SUL;108039,06;-;10803,91;42;21;4188 
PR;CRUZMALTINA;108039,06;-;10803,91;30;15;3014 
PR;CURITIBA;9571089,80;2871326,94;465702,68;1559;437;1289215 
PR;CURIÚVA;108039,06;-;10803,91;114;57;11406 
PR;DIAMANTE DO NORTE;108039,06;-;10803,91;48;24;4796 
PR;DIAMANTE DO SUL;108039,06;-;10803,91;28;14;2803 
PR;DIAMANTE D'OESTE;108039,06;-;10803,91;38;19;3849 
PR;DOIS VIZINHOS;167399,85;-;10803,91;293;147;29306 
PR;DOURADINA;108039,06;-;10803,91;62;31;6176 
PR;DOUTOR CAMARGO;108039,06;-;10803,91;50;25;5016 
PR;DOUTOR ULYSSES;108039,06;-;10803,91;48;24;4808 
PR;ENÉAS MARQUES;108039,06;-;10803,91;55;28;5509 
PR;ENGENHEIRO BELTRÃO;108039,06;-;10803,91;111;56;11144 
PR;ENTRE RIOS DO OESTE;108039,06;-;10803,91;34;17;3428 
PR;ESPERANÇA NOVA;108039,06;-;10803,91;20;10;1988 
PR;ESPIGÃO ALTO DO IGUAÇU;108039,06;-;10803,91;45;23;4548 
PR;FAROL;108039,06;-;10803,91;27;14;2654 
PR;FAXINAL;256108,19;-;31397,08;122;61;12232 
PR;FAZENDA RIO GRANDE;1192041,63;-;51357,64;331;166;60521 
PR;FÊNIX;108039,06;-;10803,91;42;21;4158 
PR;FERNANDES PINHEIRO;108039,06;-;10803,91;57;29;5654 
PR;FIGUEIRA;144270,91;-;10803,91;70;35;6984 
PR;FLOR DA SERRA DO SUL;108039,06;-;10803,91;48;24;4784 
PR;FLORAÍ;108039,06;-;10803,91;45;23;4490 
PR;FLORESTA;108039,06;-;10803,91;57;29;5722 
PR;FLORESTÓPOLIS;154935,05;-;28497,35;85;43;8549 
PR;FLÓRIDA;108039,06;-;10803,91;24;12;2399 
PR;FORMOSA DO OESTE;108039,06;-;10803,91;63;32;6293 
PR;FOZ DO IGUAÇU;1603191,69;-;88155,68;436;218;165730 
PR;FOZ DO JORDÃO;108039,06;-;10803,91;39;20;3879 
PR;FRANCISCO ALVES;108039,06;-;16568,09;57;29;5720 
PR;FRANCISCO BELTRÃO;411188,73;-;23044,57;332;166;61622 
PR;GENERAL CARNEIRO;108039,06;-;28975,96;99;50;9853 
PR;GODOY MOREIRA;108039,06;-;10803,91;29;15;2945 
PR;GOIOERÊ;177824,60;-;10803,91;222;111;22224 
PR;GOIOXIM;108039,06;-;10803,91;55;28;5517 
PR;GRANDES RIOS;136629,24;-;42556,42;55;28;5457 
PR;GUAÍRA;444166,87;-;15670,04;231;116;23133 
PR;GUAIRAÇÁ;108039,06;-;10803,91;53;27;5261 
PR;GUAMIRANGA;108039,06;-;10803,91;65;33;6535 
PR;GUAPIRAMA;108039,06;-;10803,91;39;20;3914 
PR;GUAPOREMA;108039,06;-;10803,91;20;10;2009 
PR;GUARACI;108039,06;-;10803,91;44;22;4370 
PR;GUARANIAÇU;108039,06;-;10803,91;109;55;10868 
PR;GUARAPUAVA;856008,57;-;63288,85;389;195;119458 
PR;GUARAQUEÇABA;108039,06;-;10803,91;75;38;7539 
PR;GUARATUBA;611267,76;-;17210,48;272;136;27157 
PR;HONÓRIO SERPA;108039,06;-;10803,91;40;20;3959 
PR;IBAITI;288528,19;-;47947,52;227;114;22681 
PR;IBEMA;108039,06;-;10803,91;53;27;5264 
PR;IBIPORÃ;108039,06;-;19728,44;309;155;39039 
PR;ICARAÍMA;108039,06;-;13942,36;73;37;7282 
PR;IGUARAÇU;108039,06;-;10803,91;37;19;3716 
PR;IGUATU;108039,06;-;10803,91;20;10;2036 
PR;IMBAÚ;159202,26;-;10803,91;86;43;8574 
PR;IMBITUVA;108039,06;-;10803,91;221;111;22084 
PR;INÁCIO MARTINS;108039,06;-;10803,91;82;41;8211 
PR;INAJÁ;108039,06;-;10803,91;28;14;2785 
PR;INDIANÓPOLIS;108039,06;-;10803,91;38;19;3803 
PR;IPIRANGA;230212,83;-;26157,52;109;55;10949 
PR;IPORÃ;108039,06;-;10803,91;120;60;11958 
PR;IRACEMA DO OESTE;108039,06;-;10803,91;25;13;2538 
PR;IRATI;108039,06;-;48539,28;315;158;44641 
PR;IRETAMA;108039,06;-;10803,91;83;42;8274 
PR;ITAGUAJÉ;108039,06;-;10803,91;38;19;3755 
PR;ITAIPULÂNDIA;108039,06;-;10803,91;90;45;9021 
PR;ITAMBARACÁ;108039,06;-;10803,91;54;27;5355 
PR;ITAMBÉ;108039,06;-;10803,91;50;25;5049 
PR;ITAPEJARA D'OESTE;108039,06;-;10803,91;91;46;9095 
PR;ITAPERUÇU;180653,08;-;29827,11;183;92;18252 
PR;ITAÚNA DO SUL;108039,06;-;10803,91;33;17;3271 
PR;IVAÍ;108039,06;-;10803,91;100;50;9981 
PR;IVAIPORÃ;417913,56;-;20936,31;246;123;24550 
PR;IVATÉ;108039,06;-;10803,91;58;29;5848 
PR;IVATUBA;108039,06;-;10803,91;24;12;2439 
PR;JABOTI;108039,06;-;10803,91;42;21;4162 
PR;JACAREZINHO;108039,06;-;16374,97;302;151;31783 
PR;JAGUAPITÃ;108039,06;-;10803,91;104;52;10352 
PR;JAGUARIAÍVA;231572,20;-;10803,91;260;130;25950 
PR;JANDAIA DO SUL;164043,84;-;10803,91;166;83;16647 
PR;JANIÓPOLIS;108039,06;-;10803,91;50;25;4960 
PR;JAPIRA;108039,06;-;10803,91;43;22;4261 
PR;JAPURÁ;108039,06;-;10803,91;72;36;7168 
PR;JARDIM ALEGRE;196527,20;-;10803,91;94;47;9434 
PR;JARDIM OLINDA;108039,06;-;10803,91;14;7;1417 
PR;JATAIZINHO;108039,06;-;10803,91;100;50;9968 
PR;JESUÍTAS;108039,06;-;10803,91;74;37;7371 
PR;JOAQUIM TÁVORA;108039,06;-;10803,91;89;45;8853 
PR;JUNDIAÍ DO SUL;108039,06;-;10803,91;28;14;2783 
PR;JURANDA;261732,66;-;10803,91;61;31;6128 
PR;JUSSARA;108039,06;-;14715,52;58;29;5829 
PR;KALORÉ;108039,06;-;10803,91;38;19;3841 
PR;LAPA;338274,05;-;24917,14;303;152;33419 
PR;LARANJAL;108039,06;-;10803,91;51;26;5080 
PR;LARANJEIRAS DO SUL;227138,38;-;19098,70;241;121;24094 
PR;LEÓPOLIS;108039,06;-;10803,91;36;18;3622 
PR;LIDIANÓPOLIS;108039,06;-;10803,91;37;19;3674 
PR;LINDOESTE;108039,06;-;10803,91;43;22;4341 
PR;LOANDA;108039,06;-;10803,91;160;80;16005 
PR;LOBATO;108039,06;-;10803,91;39;20;3883 
PR;LONDRINA;1606304,21;481891,26;100023,00;623;312;353314 
PR;LUIZIANA;155873,63;-;33304,53;55;28;5497 
PR;LUNARDELLI;108039,06;-;10803,91;44;22;4352 
PR;LUPIONÓPOLIS;108039,06;-;10803,91;42;21;4179 
PR;MALLET;108039,06;-;13576,77;106;53;10605 
PR;MAMBORÊ;136646,75;-;28700,24;112;56;11227 
PR;MANDAGUAÇU;108039,06;-;13668,11;165;83;16464 
PR;MANDAGUARI;108039,06;-;17914,39;272;136;27183 
PR;MANDIRITUBA;214601,85;-;10803,91;171;86;17135 
PR;MANFRINÓPOLIS;108039,06;-;28112,33;31;16;3059 
PR;MANGUEIRINHA;171760,32;-;14676,95;140;70;14001 
PR;MANOEL RIBAS;108039,06;-;21605,56;107;54;10658 
PR;MARECHAL CÂNDIDO RONDON;222152,76;-;37030,78;308;154;37834 
PR;MARIA HELENA;108039,06;-;10803,91;47;24;4702 
PR;MARIALVA;108039,06;-;10803,91;279;140;27916 
PR;MARILÂNDIA DO SUL;108039,06;-;10803,91;72;36;7223 
PR;MARILENA;108039,06;-;10803,91;62;31;6232 
PR;MARILUZ;108039,06;-;15964,40;83;42;8292 
PR;MARINGÁ;1696791,65;509037,50;119553,25;532;266;261717 
PR;MARIÓPOLIS;108039,06;-;10803,91;54;27;5353 
PR;MARIPÁ;108039,06;-;10803,91;50;25;5022 
PR;MARMELEIRO;108039,06;-;10803,91;113;57;11264 
PR;MARQUINHO;108039,06;-;10803,91;40;20;4019 
PR;MARUMBI;108039,06;-;10803,91;38;19;3836 
PR;MATELÂNDIA;108039,06;-;15012,72;130;65;13021 
PR;MATINHOS;382585,20;-;47482,24;294;147;29417 
PR;MATO RICO;108039,06;-;10803,91;32;16;3231 
PR;MAUÁ DA SERRA;108039,06;-;23796,32;71;36;7142 
